,KID,API_NUMBER,has_api,activity,well_type,assignment,reason,notes,comments_examined,documents_verified,STATUS,STATUS2,COMMENTS
407920,1043237003,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)"
407921,1043237004,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)"
407922,1043237005,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)"
407923,1043237006,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)"
407924,1043237007,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)"
407925,1043237008,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)"
407926,1043237009,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)"
407927,1043237014,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)"
407928,1043237015,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-6-2012)"
407929,1043237021,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)"
407963,1043237091,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"INFORMATION PER RECORDS AT THE KANSAS GEOLOGICAL SOCIETY IN WICHITA. (RLH 12-27-2010)  Salt cavern gas storage well, under authority KDHE, no API (DRL 1-10-2012)     WAS ENTERED WITH LOCATION OF 29-19S-40W IN ERROR. 29-19S-04W IS CORRECT."
418062,1044038852,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"Salt cavern gas storage well, under authority KDHE, no API (DRL 1-9-12)    Location approximated from other wells in series (DRL 12-20-2011)"
418063,1044038860,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"Salt cavern gas storage well, under authority KDHE, no API (DRL 1-9-12)"
420029,1044066578,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"Salt cavern gas storage well, under authority KDHE, no API (DRL 12-6-2011)"
420030,1044066579,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"Salt cavern gas storage well, under authority KDHE, no API (DRL 12-6-2011)"
420031,1044066580,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"Salt cavern gas storage well, under authority KDHE, no API (DRL 1-9-12)      Location approximated from other wells in series (DRL 12-20-11)"
420032,1044066581,,NA,NA,def_not,comments,salt_cavern_gas_storage,comments_examined,yes,,OTHER(GAS-STG),,"Salt cavern gas storage well, under authority KDHE, no API (DRL 1-9-12)   Location approximated from other wells in series (DRL 12-20-2011)"
409181,1043445502,,NA,NA,def_not,comments,salt_well,comments_examined,yes,,OTHER(OTHER),,DRY SALT WELL. DATA PER RECORDS AT KG SOCIETY IN WICHITA. -RLH 02/04/11
315760,1030456001,15-125-19806,NA,NA,def_not,comments,class_in_word,comments_examined,yes,,OTHER(TA),Producing,Changed status because the field WELL_CLASS said 'Temporarily abandoned.'  This is a field that is maintained by the KCC.  MCM 3-2-04
426407,1044173306,15-011-01232,NA,NA,prob_not_swd,comments,misrecording,comments_examined,yes,,OTHER(WATER),Producing,"this well's completion report previously linked to the Woodward 1 SWD well, removed and merged with this KCC Water Supply well record 15-011-01232(DLS-DRL 2015-03-13)"
411679,1043692064,15-155-21570,NA,NA,def_not,comments,salt_well,comments_examined,yes,,OTHER-P&A(STRAT),Plugged and Abandoned,Salt exploration well.
292802,1028007906,15-019-26587,NA,active,prob_swd,comments,dual_gas_swd,verified_aco1,yes,yes,CBM,Converted to Producing Well,"Dual completed, gas Holdenville and Mulky, SWD inj to Burgess Sand. Location changed from NW SE, 1980 FSL 1980 FEL to SW NE NW SE 2049 FSL 1711 FEL per OWWO and aerial image. (DLS-DRL 3-11-2015)"
50859,1002886812,15-009-06399,NA,plugged,prob_swd,comments,da_to_swd,verified_cp1_called_disposal_in_cp1,yes,yes,D&A,Approved for Plugging - CP-1 Received,"Completion report TD is 3327, may have been worked over to SWD (DRL- KGS 5-24-2017)"
10095,1001217594,15-051-04789,NA,plugged,prob_swd,status2,da_to_swd,comments_examined,yes,,D&A,Converted to SWD Well,"Dry well deepened and converted to SWD beginning 10 September 1941 and completing on 16 September 1941. Well was originally 3835 ft deep, but was deepened to 3893. (DRL 09-06-06)"
29029,1001295446,15-167-02712,NA,plugged,prob_swd,status2,da_to_swd,comments_examined,yes,,D&A,Converted to SWD Well,"Recompleted for SWD July 22, 1957, TD 3368."
31153,1001301022,15-167-04387,NA,plugged,may_swd,status2,da_to_swd,possibly_as_swdw,yes,yes,D&A,Converted to SWD Well,Original depth 3330. Deepened to 3496 in 6-7-1956 (possibly as SWDW).
39515,1001328866,15-191-01456,NA,plugged,may_swd,status2,da_to_swd,may_have_been_used_as_swd,yes,,D&A,Converted to SWD Well,May have been used as SWD.
97783,1002938460,15-151-00493,NA,plugged,prob_swd,status2,da_to_swd,workover_to_swd_per_comments,yes,,D&A,Converted to SWD Well,changed to SWD later in 1964 as part of workover.
2297,1001195048,15-009-05838,NA,plugged,may_swd,comments,swd_in_name,radioactivity_log_lease_name,yes,yes,D&A,Plugged and Abandoned,Radioactivity log has lease name as Hagen SWD #1. - MH 06-10-2003.
7341,1001202167,15-009-06900,NA,plugged,prob_swd,comments,da_to_swd,workover_to_swd_per_comments,yes,,D&A,Plugged and Abandoned,"Drilled deeper by Honaker and Davis as McKinney 2, then converted to SWD as McKinney B-2. Footages changed from 990 FSL 2970 FEL to 847 FSL 3084 FEL per KCC GPS on OWWO."
9281,1001216687,15-051-03662,NA,plugged,prob_swd,comments,da_to_swd,converted_to_swd,yes,,D&A,Plugged and Abandoned,Well deepened in 1947 from 3441 ft. to 3765 ft. The well converted to SWD with deepening. (drl 06-26-06)
9325,1001216738,15-051-03723,NA,plugged,prob_swd,comments,da_to_swd,status_swdw_per_comments,yes,,D&A,Plugged and Abandoned,Well deepened in 1952 to a total depth of 3893 ft. Status SWDW. (DRL 07-26-06)
13816,1001230790,15-065-02567,NA,plugged,prob_swd,comments,da_to_swd,status_swdw_per_comments,yes,,D&A,Plugged and Abandoned,Well deepened to 4251' and status changed to SWDW 6-16-1954. (drl 12-21-05)
15153,1001237615,15-077-01057,NA,plugged,may_swd,comments,da_to_swd,may_have_been_swd,yes,yes,D&A,Plugged and Abandoned,"May have been SWD later by Clarke Exploration, who plugged the well."
105472,1002947489,15-175-10146,NA,plugged,prob_swd,comments,da_to_swd,converted_to_swd,yes,,D&A,Plugged and Abandoned,"Drillers log says dry, but record from Feb. 1965 (and workover record from 2000) says converted to SWD."
142997,1006049207,15-053-20177,NA,plugged,prob_swd,comments,da_to_swd,owwo_as_swd,yes,,D&A,Plugged and Abandoned,"ORIGINAL PLUGGING 12-01-1972. SWD OWWO PLUGGED 10-13-1999, Elog marked Northern Gas Products #2-32 - LH 6-23-2000"
144698,1006052603,15-055-20793,NA,plugged,prob_swd,comments,da_to_swd,owwo_as_swd,yes,,D&A,Plugged and Abandoned,OWWO AS SWDW
162846,1006088769,15-101-21397,NA,plugged,prob_swd,comments,da_to_swd,owwo_as_swd,yes,,D&A,Plugged and Abandoned,OWWO as SWD in 2000 by DANE HANSEN
164516,1006092131,15-113-20893,NA,plugged,prob_swd,comments,da_to_swd,swd_in_comments,yes,,D&A,Plugged and Abandoned,SWD
177113,1006117413,15-155-20942,NA,plugged,may_swd,comments,swd_in_name,swd_on_log_in_name,yes,yes,D&A,Plugged and Abandoned,also 'Whited SWD #1' on log
187818,1006139241,15-167-30270,NA,plugged,may_swd,comments,swd_in_name,swd_in_elog_well_header,yes,yes,D&A,Plugged and Abandoned,elog well header is marked Warren 2 SWD-BRB10/18/2000
191621,1006146838,15-179-20659,NA,plugged,prob_swd,comments,da_to_swd,swd,yes,,D&A,Plugged and Abandoned,VIKING RESOURCES SWD
198322,1006160336,15-191-20410,NA,plugged,prob_swd,comments,da_to_swd,swd,yes,,D&A,Plugged and Abandoned,SWD by TXO PRODUCTION in 1981
199651,1006163073,15-191-21889,NA,plugged,prob_swd,comments,da_to_swd,owwo_as_swd,yes,,D&A,Plugged and Abandoned,owwo as KOLARIK SWD  by UNION VALLEY in 1993. Location adjusted based on GPS values on OWWO. Irregular section.
200174,1006164125,15-193-20148,NA,plugged,prob_swd,comments,da_to_swd,owwo_as_swd,yes,,D&A,Plugged and Abandoned,OWWO as SWD in 1990.
445688,1030571740,15-167-02480-0002,NA,repurposed,may_swd,comments,swd_to_eor,converted_to_swd_slash_inj_1993,yes,yes,EOR,Converted to Producing Well,"well was converted to Inj/SWD in 1993, current KCC status (2007)states converted to producing well (DRL 2/07)"
385225,1037929258,15-079-00642-0001,NA,plugged,may_swd,comments,swd_in_name_only,swd_on_log_in_name,yes,yes,EOR-P&A,Plugged and Abandoned,"Other operators: Operator changed from Texaco, Inc to Brigman Production, Inc., then to Val Energy, Inc (KCC) Spud date taken from date on wireline log. Depth from KCC UIC record. Log records 3490 as TD. Wireline log calls well SWD. (DRL-DS 3-8-2010)"
256422,1025759678,15-033-20450-0001,NA,active,prob_swd,comments,dual_gas_swd,and_swd_in_comments_and_aco1,yes,yes,GAS,Authorized Injection Well,and SWD.
174228,1006111579,15-151-20727,NA,active,prob_swd,comments,gas_to_swd,converted_to_swd,yes,,GAS,Converted to EOR Well,Converted to SWD at some point.
49929,1002885746,15-007-10004,NA,active,prob_swd,status2,gas_to_swd,converted_to_swd,yes,,GAS,Converted to SWD Well,DEEPENED FOR SWD AS #24 'C' BOGGS. (CUTTINGS WELL_ID=125350)
108274,1002950722,15-189-30084,NA,active,prob_swd,status2,gas_to_swd,swdw,yes,,GAS,Converted to SWD Well,1985 SWDW MOBIL
341834,1032412491,15-055-20841,NA,intent,prob_swd,status2,gas_to_swd,application_for_swd_received_application_for_injection_authority_dismissal_of_injection_application_for_swd_authority,yes,yes,GAS,Converted to SWD Well,"ACO-1 reported well in Range 34W, corrected to 33W per operator, T-1, KCC. Application for SWD was received 7-29-1998, Dismissal of Injection Applic for SWD Authority was issued on 4-3-07 by KCC. Field Inspection by KCC 8-19-02 well is a gas producer. (D"
118269,1004752721,15-187-00197,NA,repurposed,prob_swd,comments,swd_to_gas,swd,yes,yes,GAS,Producing,SWD BY AMOCO 10/11/1997
279573,1026659026,15-119-20754-0001,NA,plugged,prob_swd,comments,gas_to_swd,also_swd,yes,,GAS-P&A,Authorized Injection Well,also SWD.
320543,1031331686,15-079-20198-0001,NA,plugged,prob_swd,comments,gas_to_swd,converted_to_swd,yes,,GAS-P&A,Converted to EOR Well,converted to SWD
108094,1002950519,15-189-00031,NA,plugged,prob_swd,comments,gas_to_swd,later_used_as_swd,yes,,GAS-P&A,Converted to SWD Well,Later used as SWD.
127045,1006017078,15-007-21914,NA,plugged,may_swd,comments,gas_to_swd,converted_to_swd?_in_comments_only,yes,yes,GAS-P&A,Plugged and Abandoned,"Plugged by Kevin Allam Oil Operations, converted to SWD?."
145329,1006053864,15-055-21480,NA,plugged,prob_swd,comments,gas_to_swd,side_string_disposal,yes,,GAS-P&A,Plugged and Abandoned,"Donna Dill (12/14/01): This is a wierd one, but both numbers are actually good.  15-055-21480-0001 is a gas well that is still producing.  15-055-21480 is a side string disposal that was plugged 05/16/2001."
347014,1033661043,15-095-00400-0002,NA,plugged,prob_swd,comments,swd_to_gas,first_workover_to_swd,yes,yes,GAS-P&A,Plugged and Abandoned,"I am guessing this is the second workover, although the KCC record says it is the first.  The dates are too different and it is GAS and the original well was dry, and the first workover was SWD, so I do think this is a separate workover. MCM 10-12-2005"
305421,1028477359,15-155-01490-0001,NA,plugged,prob_swd,comments,gas_to_swd,also_swd,yes,,GAS-P&A,,Also SWD. Discovery well for Castleton field.
275091,1026641891,15-007-00581-0001,NA,active,prob_swd,comments,dual_gas_swd,also_swd_on_aco1,yes,yes,INJ,Converted to Producing Well,Well previously named Updegraff #1; ACO-1 also lists as a SWD well - 5/11/04 ABC
50931,1002886926,15-009-14904,NA,active,prob_swd,comments,swd,salt_water_disposal_unit,yes,yes_no_docs,INJ,,SALT WATER DISPOSAL UNIT (CUTTINGS WELL_ID=74300)
33214,1001303827,15-167-74281,NA,plugged,prob_swd,comments,swd,online_calls_STATUS_SWD-P&A,yes,yes,INJ-P&A,Plugged and Abandoned,SWD CABLE TOOL
152824,1006068724,15-075-30095,NA,plugged,prob_swd,comments,dual_gas_swd,dual_completion_gas_swd_driller_log_online_has_as_OTHER-P&A(OIL&GAS-INJ),yes,yes,INJ-P&A,Plugged and Abandoned,"per driller's log, dual completion as Disposal well (Sumner 2484-85) & Gas (Chase 2786-91) - SKS 7/5/2001"
330533,1031519042,15-077-01064,NA,ab_loc,prob_swd,comments,cancelled_api_abandoned_loc_swd,well name swd,yes,yes_no_docs,LOC,Cancelled API Number,Elog marked SW SW SE and well name Grabs SWD #1 (DRL 12-21-06)
355135,1034870866,15-189-22534,NA,ab_loc,prob_swd,comments,cancelled_api_abandoned_loc_swd,ab_loc_swd,yes,,LOC,Cancelled API Number,AB LOC of SWD
396406,1040855994,15-001-29920,NA,ab_loc,prob_swd,comments,cancelled_api_abandoned_loc_swd,ab_loc_swd,yes,,LOC,Cancelled API Number,SWD AB LOC
419611,1044063517,15-019-27153,NA,ab_loc,prob_swd,comments,cancelled_api_abandoned_loc_swd,ab_loc_swd,yes,,LOC,Cancelled API Number,AB LOC SWD
425397,1044152611,15-083-21835,NA,ab_loc,prob_swd,comments,cancelled_api_abandoned_loc_swd,ab_loc_swd,yes,,LOC,Cancelled API Number,AB LOC SWD
13527,1001230431,15-065-02444,NA,ab_loc,prob_swd,comments,da_to_swd,drillers_log_states_use_swdw_possibly_drilled_and_plugged,yes,yes,LOC,Converted to SWD Well,Drillers log states use swdw
340651,1031939347,15-137-19033,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB-LOC of SWD
345395,1033431843,15-099-23755,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC of SWD
348588,1033763995,15-099-23833,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,expired_intent_swd,yes,,LOC,Expired Intent to Drill (C-1),Expired intent for SWD well.
353933,1034571700,15-099-23928,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC of SWD
353934,1034571702,15-099-23929,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC of SWD
366440,1036146748,15-191-01512-0001,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB-LOC of SWD
410440,1043560458,15-185-00072-0001,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
412675,1043917825,15-207-27871,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
413369,1043936607,15-191-22623,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,expired_intent_swd,yes,,LOC,Expired Intent to Drill (C-1),Expired intent for SWD.
415515,1043981335,15-031-23034,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
416824,1044009375,15-077-21769,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB-LOC SWD
416842,1044010414,15-077-21771,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB-LOC SWD
417636,1044030717,15-077-21778,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
420880,1044080821,15-077-21832,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
422143,1044101155,15-033-21635,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB-LOC SWD
422849,1044113123,15-191-22653,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
423219,1044121774,15-135-25416,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
432144,1044246645,15-155-21655,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
432161,1044246662,15-155-21652,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
436168,1044591239,15-205-28214,NA,ab_loc,prob_swd,comments,expired_intent_ab_loc_swd,ab_loc_swd,yes,,LOC,Expired Intent to Drill (C-1),AB LOC SWD
49923,1002885737,15-007-01041-0002,NA,active,prob_swd,comments,dual_gas_swd,dual_completion_two_workovers_1996_per_ACO1_comments_state_1994_wrongly_second_owwo_converted_it_to_swd,yes,yes,O&G,,Other API 15-007-01699-0002. Dual completion Gas from Snyderville and disposal in Lansing. Two workovers in 1996.  Numbering confusing as OWWO in 1994 not given OWWO code.
126731,1006016448,15-007-21577,NA,unknown,prob_swd,comments,gas_to_swd,changed_to_swd_per_comments_but_no_record_stating_swd,yes,yes,O&G-P&A,Converted to EOR Well,changed to SWD.
313182,1030279963,15-081-30081,NA,plugged,prob_swd,comments,oil_gas_to_swd,owwo_as_swd_1983_per_comments,yes,yes_no_docs,O&G-P&A,Plugged and Abandoned,From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03
185515,1006134596,15-167-20881,NA,active,prob_not_swd,comments,eor,comments_say_swd_aco1_says_inj_database_has_status_EOR_not_OIL,yes,yes,OIL,Authorized Injection Well,changed to SWD in 1997.
1628,1001194305,15-009-14230,NA,NA,may_swd,comments,eor,wireline_log_name_swd,yes,yes,OIL,Converted to EOR Well,E-log says Meda Steckel SWD #6. - MH 06-04-2003.
321039,1031373177,15-195-01012-0001,NA,active,prob_swd,comments,dual_oil_swd,aco1_says_dual_swd_oil_api_no_0001_suffix_on_aco1_i_think_swd,yes,yes,OIL,Converted to Producing Well,Dual Completion: Disposal Formation is Arbuckle. (DRL 11-13-06);   The previous API for this record was 15-195-00959-0001. MCM 05-15-2006
10879,1001218422,15-051-05807,NA,active,prob_swd,status2,oil_to_swd,well_converted_to_swd,yes,,OIL,Converted to SWD Well,Well deepened and worked-over and converted to SWD. See work-over entry for information. (DRL 09-26-06)
27376,1001290412,15-163-04278,NA,active,prob_swd,status2,oil_to_swd,well_deepened_status_changed_to_swd,yes,,OIL,Converted to SWD Well,Well deepened to 4108  12-10-1951. Status changed to SWD at this time.  (drl 2/2006)
77932,1002916754,15-073-20699,NA,active,prob_swd,status2,oil_to_swd,owwo_as_swd,yes,,OIL,Converted to SWD Well,OWWO as SWD by CROSS
83013,1002922156,15-083-00231,NA,plugged,prob_swd,status2,oil_to_swd,some_point_was_converted_to_swd,yes,,OIL,Converted to SWD Well,"Well drilled as oil well, card states 2300-3000 BOPD, but at some point was converted to SWD well. Was SWD when plugged by Okmar in 1968. (DS-DRL per KCC 1-14-2013)"
83354,1002922516,15-083-10290,NA,active,prob_swd,status2,oil_to_swd,now_disposal_according_to_operator,yes,yes,OIL,Converted to SWD Well,"The Ray Lee 4 is now a disposal well according to the operator. Greg Bohnenblust, DOR, 02/27/04."
111417,1002954326,15-197-20020,NA,active,prob_swd,status2,oil_to_swd,kcc_changed_name_from_robinson_1_swd_to_hay_2,yes,yes_no_docs,OIL,Converted to SWD Well,On 19 Feb 2009 the KCC changed the name on this record from ROBINSON 1-SWD to HAY 2. MCM 20 Feb 2009
112379,1002955335,15-205-23994,NA,active,may_swd,status2,oil_to_swd,will_drill_for_swd_later_per_aco1_of_1984,yes,yes,OIL,Converted to SWD Well,will drill for Arbuckle for disposal later
288835,1027808461,15-161-19033,NA,active,prob_swd,status2,oil_to_swd,SWD_1964_OWWO_record_added_to_database,yes,,OIL,Converted to SWD Well,"Footages changed from 845 FNL, 831 FEL to 1795 FNL, 1809 FEL. 845 FNL, 831 FEL were measured from center of section. TD changed from 2059 to 1617 per completion form. 7-21-1964 SWD OWWO record added to database (DRL-DS 10-27-2010)"
291636,1027935677,15-125-26707,NA,repurposed,prob_swd,status2,oil_to_swd,owwo_swd,yes,,OIL,Converted to SWD Well,Well type changed from Oil to SWD per ACO-1.(DRL-DS 07-14-2011) WELL TYPE CHANGED BACK TO OIL. OWWO WAS SWD. -RLH 09/02/11
321986,1031431081,15-051-01066-0002,NA,ab_loc,prob_swd,comments,oil_to_swd,attempt_to_convert_to_swd_failed,yes,,OIL,Producing,"Attempt to convert well to disposal well failed, per ACO-1. (DRL 09-25-06)"
254683,1025687343,15-175-00119-0001,NA,active,prob_swd,comments,oil_to_swd,converted_to_swd_1998,yes,,OIL,Recompleted,"Well from 1964, plugged back in 1966. Converted to SWD in 1998."
452842,1022362165,15-007-20893-0001,NA,ab_loc,prob_swd,comments,oil_to_ab_loc_swd_to_oil,uic_application_dismissed_per_kcc,yes,yes,OIL,UIC Application Dismissed,The KCC told me that the operator applied for a SWD well on the 01 and renamed it Holton 4.  Then the application was dismissed and it went back to producing on the  02 and the name went back to Lorena 1-B RE. MCM 4 Apr 2007
29419,1001296893,15-167-01985,NA,active,may_swd,comments,swd_log_name_only,elog_well_header_marked_frank_kilian_4_swd_but_currently_producing_oil,yes,yes,OIL,,"spud, comp dates per top card - SKS 9/26/2000  elog well header marked Frank Kilian 4 SWD-BRB10/18/2000"
37907,1001320394,15-185-31790,NA,active,may_swd,comments,swd_to_oil,deepened_as_disposal_well_in_comments,yes,yes,OIL,,Original depth 3814; deepened 8-26-1939 to 10-16-1939 as disposal well.
204042,1006513485,15-051-70112,NA,active,prob_swd,comments,oil_to_swd,well_worked_over_deepened_converted_to_swd_1955,,,OIL,,"Well worked over and deepened in 1955 and converted to SWD. DF, Depth, Dates and Lease Name per Deepening Record. (DRL 11-07-06)"
478694,1046802439,15-185-12493-0001,NA,active,prob_swd,comments,oil_to_swd,swdw_on_deepening_record_1955,yes,yes,OIL,,"Well history - Originally drilled as oil well, appears no production, several months after completion date, deepened and completed as SWD. Workover code 0001 added to API for administrative tracking.  KGS-W, MTD, 05/11/2018"
50138,1002886003,15-007-30193,NA,plugged,may_swd,comments,oil_to_swd,swd_conversion_later?_in_comments,yes,yes,OIL-P&A,Converted to EOR Well,SWD conversion later?
155800,1006074692,15-083-20055,NA,plugged,prob_swd,comments,swd_to_oil,aco1_states_this_was_an_swd_well_assume_dry_oil_later,yes,yes,OIL-P&A,Converted to EOR Well,Plugged by Fina Oil and Chemical Co.; may have been converted to SWD well.
543,1001187689,15-007-01265,NA,plugged,prob_swd,status2,oil_to_swd,converted_to_swd_comments,yes,,OIL-P&A,Converted to SWD Well,"SAMPLES SAY 'SW SE SW' . (CUTTINGS WELL_ID=125208). Converted to SWD, plugged by Braden-DeeM Inc."
29929,1001299183,15-167-06307,NA,plugged,prob_swd,status2,oil_to_swd,converted_to_swd_comments,yes,,OIL-P&A,Converted to SWD Well,Converted to SWD at some point.
100355,1002941435,15-163-00411,NA,plugged,prob_swd,status2,oil_to_swd,elog_marked_raymond_swd,yes,yes_no_docs,OIL-P&A,Converted to SWD Well,elog marked Raymond SWD - bm 2/15/01
148230,1006059607,15-065-20960,NA,plugged,prob_swd,status2,oil_to_swd,converted_to_swd_well_in_comments_not_mentioned_in_docs,yes,,OIL-P&A,Converted to SWD Well,Discovery well for Penokee Northeast field. Converted to SWD well.
170755,1006104614,15-135-30066,NA,plugged,prob_swd,status2,oil_to_swd,aco1_states_disposal_well_1982,yes,yes,OIL-P&A,Converted to SWD Well,Recompleted as disposal well 6/22/1982.
177811,1006118832,15-159-20337,NA,unknown,may_swd,status2,oil_to_swd,elogs_list_swd_2_loc_matches_1_UIC_records_for_swd_with_0001,yes,yes_no_docs,OIL-P&A,Converted to SWD Well,"E logs list as SWD #2, however location matches 1. drl 03-27-06"
379469,1037337104,15-049-21858,NA,plugged,prob_not_swd,status2,oil_to_swd,converted_to_swd_comments_but_new_api_post_conversion,yes,yes,OIL-P&A,Converted to SWD Well,Converted to SWD 11-2-1988 API 15-049-21858-0001
379710,1037337381,15-007-20012,NA,plugged,may_swd,status2,oil_to_swd,swd_conversion_but_same_api_with_0001_and_same_location_is_probably_the_swd_but_has_different_lat_longs_aaaaaa_not_a_clue,yes,yes,OIL-P&A,Converted to SWD Well,"Later operator Indian Oil Co., who probably did the SWD conversion. Other API 15-007-30313."
435029,1044577786,15-195-33071,NA,plugged,prob_swd,status2,oil_to_swd,converted_to_swd_per_completion_card_in_comments_but_no_doc_confirming_it,yes,yes,OIL-P&A,Converted to SWD Well,"According to completion card, well was plugged back in April of 1963 and converted to a Cedar Hill SWD. (KCC)plugging date added to record 2015-03-19 (DLS)"
